posted_date,author_name,author_headline,author_type,is_repost,likes,comments,reposts,total_engagement,summary,post_text,post_url
2026-09-08,Gainsight,,company,no,78,5,8,91,"Gainsight promotes a September 17, 2:30 PM session where SVP Sarah Goodwin and Headless 360 argue revenue problems are retention problems, at Moscone North Theater 2.","Going to Dreamforce? Don't miss this session.💡

On Thursday, September 17 at 2:30 PM, Sarah Goodwin, SVP of Sales at Gainsight, is at Moscone North, Campground, Theater 2 to argue that your revenue problem is actually a retention problem.

📍 A Revenue Problem Is a Retention Problem

Revenue leaders are now expected to drive growth across the entire customer lifecycle, not just the initial sale. In this session, Sarah Goodwin and Headless 360 will show how post-sale revenue can be made as predictable and defensible as pipeline.

If your number now includes customers, not just new logos, this one's for you.

⏰ Thursday, September 17 · 2:30 PM 
📍 Moscone North · Campground · Theater 2

Add this to your Dreamforce schedule. 👇 
https://lnkd.in/gJN7Gidz

#dreamforce2026 #df26",https://www.linkedin.com/posts/gainsight_dreamforce2026-df26-activity-7503150398640340992-Gf_R
2026-09-08,6sense,,company,no,17,2,2,21,"6sense invites attendees to Club6 for refreshments and networking, September 15-16, 9 AM-5 PM daily.","Between the sessions, networking, and inevitable Dreamforce step count, you're going to need a place to recharge 🌴

Swing by Club6 for refreshments, great conversations, and a break from the show floor.

September 15-16 | 9 AM-5 PM daily

🔗 ⤵️",https://www.linkedin.com/posts/6sense_between-the-sessions-networking-and-inevitable-activity-7503151062955069441-4XXC
2026-09-08,Josh Schachter,,person,no,8,4,0,12,Josh Schachter says he's attending his first Dreamforce and asks who else is going and for pro tips.,Attending my first ever Dreamforce next week! ☁️  Who else will be there and what’s one pro tip anyone would give me?,https://www.linkedin.com/posts/jschachter_attending-my-first-ever-dreamforce-next-week-activity-7503152928887554048-IV5t
2026-09-08,Slack,"1,811,633 followers",company,no,47,2,13,62,"Slack lists 10 sessions to attend, including Slack Agent Kit, agent etiquette, and Slackbot, offering code DF26D2SLACK for 20% off registration.","Still building your Dreamforce agenda? ✨ 

Here are 10 more Slack sessions to save, from building enterprise agents with Slack Agent Kit, to agent etiquette, to meeting Slackbot: the super agent for every employee. 

Whatever you’re building next, there’s a session for it.

📍 San Francisco, CA & Salesforce+ | Sept 15–17

Claim your spot and save with code DF26D2SLACK for 20% off registration.",https://www.linkedin.com/posts/tiny-spec-inc_slack-sessions-at-df26-activity-7503162060902469633-I_1R
2026-09-08,Salesforce News & Insights,"127,430 followers",company,no,13,1,1,15,"Salesforce News & Insights describes its 'Ask Slackbot' column, where an employee's Slackbot builds account executives' optimal Dreamforce conference schedule from real Slack data.","Dreamforce is around the corner, and with meetings to attend, customers to greet, and prospects to meet, account execs on site need to be strategic with their time. Luckily, grounded in real conversations and context, Slackbot has the data it needs to develop the optimal conference calendar.

Ask Slackbot is a monthly column that answers reader questions about work in the age of agentic AI. Answered by the Slackbot of someone in a different Salesforce role each month, it’s grounded in that employee’s real Slack conversations, customer implementations, research, and relevant documents. It can search messages, read files, synthesize patterns, and connect insights — all while respecting permissions and data privacy within the Salesforce Trust Layer. It offers some broad life and work lessons, too. 

Got a question particular to your job function? Email AskSlackbotColumn@salesforce.com. 

https://sforce.co/4yqbSik",https://www.linkedin.com/posts/salesforce-news_ask-slackbot-activity-7503180459124781056-Knnw
2026-09-08,Gradial,,company,no,16,0,1,17,"Gradial promotes a Dreamforce talk by Product Strategy Lead Nick Hessler on campaign execution bottlenecks between Marketing Cloud and AEM, and its harness tool.","Enterprise marketing teams keep telling us the same thing 👉 campaigns don't die on ideas, they die in the handoffs, stuck between Marketing Cloud, AEM, and everything else in the stack.

Catch Nick Hessler, Product Strategy Lead, next week at Dreamforce to hear why execution (not AI access) is the real bottleneck, and how Gradial closes that gap: one harness across your existing tools, handling authoring, tagging, QA, assembly, migration, and personalization, learning your brand rules as it goes.

Save your seat 👏https://lnkd.in/gFdApXZ9 Salesforce #Dreamforce2026",https://www.linkedin.com/posts/gradialai_dreamforce2026-activity-7503186610172084224-rc3s
2026-09-08,Contentful,,company,no,63,1,28,92,"Contentful lists Dreamforce appearances with partner Palmata across the Content Pavilion, Campground, Learning Lab, and the Agentforce Marketing Keynote in Hall B.","Dreamforce is almost here. ☁️

At #DF26, see how Contentful helps teams create, manage, and deliver content at scale across channels — and how Palmata helps brands understand and shape how they’re seen and surfaced in AI.

Because wherever customers are searching, discovering, or engaging, your brand should be part of the answer.

Where to catch us:
👋 Sept. 15, Content Pavilion, Stage 4
👋 Sept. 15, Campground, Theater 1
👋 Sept. 16, Content Pavilion, Stage 1
👋 Sept. 16, Learning Lab, Theater B
👋 Sept. 16, Content Pavilion, Stage 6
👋 Sept. 17, Agentforce Marketing Keynote, Hall B
👋 Sept. 17, Contemporary Jewish Museum, Roundtable
👋 All week, Contentful + Palmata in the Campground",https://www.linkedin.com/posts/contentful_meet-contentful-dreamforce-activity-7503188044217278465-8H1j
2026-09-08,Jackie Kokka,Director of Marketing,person,no,50,11,0,61,"Jackie Kokka, a marketing director, describes her company's RevCenter lounge with a full bar and coffee spread, inviting attendees to stop by all three days.","Walked through revcenter this week while prepping for Dreamforce and I gotta say I'm still obsessed with how it turned out.
 
Full bar, ready for beer and cocktails OR a coffee and breakfast spread.
 
A lounge space that doesn't feel like a conference booth pretending to be a living room.
 
Even beer steins scrubbed down by yours truly 😆.
 
I'll be there all three days of Dreamforce if you want to see it yourself, stop by.
Reserve your spot : https://lnkd.in/gEpE8tMh",https://www.linkedin.com/posts/jacquelinekokka_walked-through-revcenter-this-week-while-activity-7503203090549018624-HA1R
2026-09-08,Charmaine M.,"Senior Partnerships Manager, APAC | AI Agents | Strategic Ecosystem Growth",person,yes,3,0,0,3,"Charmaine M., a partnerships manager, promotes Fin AI's upgraded Dreamforce booth with personalized demos and invites attendees to visit.","Dreamforce is almost here and Fin will be there! From personalised demos to an upgraded booth experience, there is a lot to look forward to.

If you are there, come say hi to the team. See you at the Fin booth! #Dreamforce #FinAI",https://www.linkedin.com/posts/charmaine-m-12a41257_join-us-at-dreamforce-activity-7503234428333281280-JZbz
2026-09-08,John Ayers,AI Transformation Leader | MarTech Strategist | Keynote Speaker | Salesforce Advisor | Ethical Innovation Advocate | Host of Disruptor Confessions,person,no,38,1,0,39,"John Ayers argues AI is transforming marketing organizations, not just marketing, and invites attendees to meet him and Publicis Sapient at Moscone South Lobby Level.","AI Isn't Transforming Marketing. It's Transforming Marketing Organizations.

Everyone is telling you AI is transforming marketing. 
I'd argue it's transforming marketing organizations, and almost nobody's built for that yet.

The reality is that the technology isn't the hard part. 
𝙏𝙝𝙚 𝙝𝙖𝙧𝙙 𝙥𝙖𝙧𝙩 𝙞𝙨:
 • decision rights
 • operating models
 • data ownership
 • governance
 • collaboration
 • accountability

How do humans and AI agents actually collaborate in the flow of work? When should you delegate to an agent, when should a human remain in charge? What happens when a human is responsible for checking and approving the work conducted by thousands of agents?

It is clear to me that AI is simply exposing organizational friction that was already there. 

The goal of your company shouldn't be focused on having the 'best AI'. 
Your goal should be building to adapt around it. 

There is a logical approach to ensuring value, adoption and scale and I'd be happy to share it with you.

Heading to Dreamforce? 
Let's talk.

You'll find me and the Publicis Sapient team at 𝙈𝙖𝙨𝙘𝙤𝙣𝙚 𝙎𝙤𝙪𝙩𝙝 𝙇𝙤𝙗𝙗𝙮 𝙇𝙚𝙫𝙚𝙡 

#Dreamforce #Salesforce #AgenticAI #MarketingTransformation 

Publicis Groupe - 𝙈𝙖𝙨𝙘𝙤𝙣𝙚 𝙎𝙤𝙪𝙩𝙝 𝙇𝙤𝙗𝙗𝙮 𝙇𝙚𝙫𝙚𝙡",https://www.linkedin.com/posts/johnlayers_dreamforce-salesforce-activity-7503089820383002624-vsiA
2026-09-08,Marketing Cloud,"151,932 followers",company,no,209,5,8,222,"Marketing Cloud teases upcoming marketing announcements at Dreamforce, noting the event is one week away, without further detail.",We’re excited to announce what’s next in marketing at Dreamforce! Officially one week away!,https://www.linkedin.com/posts/salesforce-marketing-cloud-_were-excited-to-announce-whats-next-in-ugcPost-7501298797935800320-DBsN
2026-09-09,Salesforce,,company,no,64,12,1,77,"Salesforce highlights Dreamforce sustainability efforts, donating surplus materials to nonprofits and using reusable structures, and links to a Sustainability Perfect Day Guide.","Dreamforce proves sustainability isn't a one-time initiative — it's a lasting habit. 🌱

We’re drastically cutting waste by donating surplus materials to local nonprofits and relying on reusable event structures. Beyond the venue, this year’s sessions deliver actionable strategies to help your company mitigate operational risk and build lasting sustainability habits.

Ready to curate your eco-conscious experience? Explore the Sustainability Perfect Day Guide: https://lnkd.in/euwmFVdx",https://www.linkedin.com/posts/salesforce_dreamforce-proves-sustainability-isnt-a-activity-7503240815213731840-iqwP
2026-09-09,John A. Novell,"President @ Actus Consulting Group, LLC | Salesforce Consulting, Revenue Growth",person,no,4,0,0,4,John Novell invites Salesforce professionals to a Spokane User Group post-Dreamforce recap on Sept 23 at Twigs Bistro discussing AI and Agentforce takeaways.,"Join the Spokane Salesforce User Group for a post-Dreamforce recap and networking event!

We’ll discuss the biggest announcements from Dreamforce, share key takeaways, and explore what’s next for AI, Agentforce, and the Salesforce platform.

📅 Wednesday, September 23rd
⏰ 5:00–7:00 PM
📍 Twigs Bistro and Martini Bar – Spokane Valley

RSVP https://lnkd.in/g6rdS-6b — We hope to see you there!

Whether you attended Dreamforce or followed along from home, come connect with other Salesforce professionals and enjoy appetizers and conversation.

#Salesforce #Dreamforce #Agentforce #Spokane #SalesforceCommunity",https://www.linkedin.com/posts/novell_salesforce-dreamforce-agentforce-activity-7503248583001985024-RPhR
